,주소,geocoding_juso4
3066,"서울특별시 송파구 마천로 29, 2층,3층 (방이동)",서울특별시 송파구 마천로 29
3067,"서울특별시 서초구 서초중앙로 238, 삼호가든쇼핑센타 3층 312호 (반포동)",서울특별시 서초구 서초중앙로 238
3068,"서울특별시 금천구 시흥대로 230 (시흥동, 서평빌딩)",서울특별시 금천구 시흥대로 230 
3069,"서울특별시 노원구 한글비석로 253, 세신프라자빌딩 601호 (중계동)",서울특별시 노원구 한글비석로 253
3070,"서울특별시 구로구 새말로 34, 2층 (구로동)",서울특별시 구로구 새말로 34
3071,"서울특별시 광진구 아차산로 450-2, 1~4층 (구의동)",서울특별시 광진구 아차산로 450-2
3072,"서울특별시 송파구 석촌호수로 61, 트리지움상가 201호 (잠실동)",서울특별시 송파구 석촌호수로 61
3073,"서울특별시 서초구 서초중앙로24길 16, KM타워 4층 (서초동)",서울특별시 서초구 서초중앙로24길 16
3074,"서울특별시 강남구 삼성로 238, 3층 (대치동, 태원 리치타운상가)",서울특별시 강남구 삼성로 238
3075,"서울특별시 양천구 목동동로 73, 3층 303호 (신정동, 양지빌딩ll)",서울특별시 양천구 목동동로 73
3076,서울특별시 동작구 동작대로 67 (사당동),서울특별시 동작구 동작대로 67 
3077,"서울특별시 송파구 송파대로 345, 1A동 2040호 일부,2041호, 2042호 (가락동, 헬리오시티)",서울특별시 송파구 송파대로 345
3078,"서울특별시 영등포구 선유로 59, 202호 (문래동6가, 문래 아카데미)",서울특별시 영등포구 선유로 59
3079,"서울특별시 동대문구 회기로 154, 2층 (회기동)",서울특별시 동대문구 회기로 154
3080,"서울특별시 관악구 관악로 287, 309호 (봉천동, 동아(아)상가 A동)",서울특별시 관악구 관악로 287
3081,"서울특별시 성북구 한천로99길 45, 2층 201,203호 (장위동)",서울특별시 성북구 한천로99길 45
3082,"서울특별시 양천구 등촌로 6, 3층 (목동, 상지빌딩)",서울특별시 양천구 등촌로 6
3083,"서울특별시 광진구 긴고랑로 41, 2층 (중곡동)",서울특별시 광진구 긴고랑로 41
3084,"서울특별시 강남구 강남대로 584, 성일빌딩 5층 (논현동)",서울특별시 강남구 강남대로 584
3085,"서울특별시 서초구 신반포로 45, K동 10호 (반포동, 반포동 반포상가)",서울특별시 서초구 신반포로 45
3086,"서울특별시 중랑구 면목로44길 79, 5층 (면목동, 밝은미래빌딩)",서울특별시 중랑구 면목로44길 79
3087,"서울특별시 성동구 독서당로 223, 래미안 옥수 리버젠 상가 상가동 지하3층 312,313호 (옥수동)",서울특별시 성동구 독서당로 223
3088,"서울특별시 중구 서소문로 113, 4층 401호 (서소문동, 대영빌딩)",서울특별시 중구 서소문로 113
3089,"서울특별시 서초구 강남대로 435, 7층(사용-8층)층 (서초동, 주류성빌딩)",서울특별시 서초구 강남대로 435
3090,"서울특별시 송파구 올림픽로 119, 2층 B1,B2호 (잠실동, 잠실파인애플상가)",서울특별시 송파구 올림픽로 119
3091,"서울특별시 강남구 강남대로 616, 신사미타워 11층 (신사동)",서울특별시 강남구 강남대로 616
3092,"서울특별시 용산구 백범로 341 (원효로1가,리첸시아 용산A 309호)",서울특별시 용산구 백범로 341 
3093,"서울특별시 강남구 강남대로 526, 3,4,5층 (논현동, EO미사랑빌딩)",서울특별시 강남구 강남대로 526
3094,"서울특별시 은평구 연서로 134, 3층 (역촌동, 신성빌딩)",서울특별시 은평구 연서로 134
3095,"서울특별시 강남구 선릉로 805, W빌딩 2층 (신사동)",서울특별시 강남구 선릉로 805
3096,"서울특별시 도봉구 도봉로 468, 흥일빌딩 3층 301호 (창동)",서울특별시 도봉구 도봉로 468
3097,"서울특별시 강남구 테헤란로 513, 5층 (삼성동, 삼성동 K타워)",서울특별시 강남구 테헤란로 513
3098,"서울특별시 중구 장충단로 263, 14층 (을지로6가, 밀리오레상가건물)",서울특별시 중구 장충단로 263
3099,"서울특별시 양천구 신정중앙로 103, 9층 (신정동, 담우빌딩)",서울특별시 양천구 신정중앙로 103
3100,"서울특별시 용산구 한강대로77길 12, 국제전산빌딩 3층 (갈월동)",서울특별시 용산구 한강대로77길 12
3101,"서울특별시 종로구 종로 69, 서울 YMCA 4층 410,412,415,417,418호 (종로2가)",서울특별시 종로구 종로 69
3102,"서울특별시 강남구 선릉로 522, 현대시트빌딩 3층 (삼성동)",서울특별시 강남구 선릉로 522
3103,"서울특별시 강북구 도봉로 345, 3층 (수유동)",서울특별시 강북구 도봉로 345
3104,"서울특별시 강남구 테헤란로87길 17, 마젤란 21 아스테리움 304호 (삼성동)",서울특별시 강남구 테헤란로87길 17
3105,"서울특별시 강남구 강남대로 402, 시계탑빌딩 8층 (역삼동)",서울특별시 강남구 강남대로 402
3106,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 802호 (서초동)",서울특별시 서초구 서초대로77길 9
3107,"서울특별시 송파구 마천로 227, 보은빌딩 (마천동)",서울특별시 송파구 마천로 227
3108,"서울특별시 마포구 마포대로 52 (도화동, 고려아카데미텔Ⅱ)",서울특별시 마포구 마포대로 52 
3109,"서울특별시 강북구 덕릉로 88, 2층 (미아동)",서울특별시 강북구 덕릉로 88
3110,"서울특별시 중구 다산로 223, 3층 (신당동, 신당빌딩)",서울특별시 중구 다산로 223
3111,"서울특별시 강남구 언주로 641, 펜트힐 루 논현 2층 일부층 (논현동)",서울특별시 강남구 언주로 641
3112,"서울특별시 도봉구 노해로 341, 101동 307호(창동, 신원리베르텔)",서울특별시 도봉구 노해로 341
3113,서울특별시 성북구 아리랑로 16 (동선동4가),서울특별시 성북구 아리랑로 16 
3114,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 1002호 (서초동)",서울특별시 서초구 서초대로77길 9
3115,"서울특별시 성북구 아리랑로 16, 2층 202호 (동선동4가, 삼선새마을금고본사사옥)",서울특별시 성북구 아리랑로 16
3116,"서울특별시 광진구 광나루로 508, 2층 (구의동, 일진빌딩)",서울특별시 광진구 광나루로 508
3117,"서울특별시 강남구 논현로 838, 5층 일부층 (신사동)",서울특별시 강남구 논현로 838
3118,"서울특별시 강남구 논현로 868, 구정빌딩, 5층일부, 6층 (신사동)",서울특별시 강남구 논현로 868
3119,"서울특별시 구로구 경인로 218, 더세인트빌딩 B1.B중,3~15층 (오류동)",서울특별시 구로구 경인로 218
3120,"서울특별시 강동구 성내로 66, 채원자연통합병원빌딩 (성내동)",서울특별시 강동구 성내로 66
3121,"서울특별시 강남구 선릉로 323, 4,5층 (역삼동)",서울특별시 강남구 선릉로 323
3122,"서울특별시 강동구 올림픽로 660, 306호 (천호동, 천호엘크루주상복합)",서울특별시 강동구 올림픽로 660
3123,"서울특별시 강남구 남부순환로 2912, 그랑프리엔 204호 (대치동)",서울특별시 강남구 남부순환로 2912
3124,"서울특별시 강남구 테헤란로51길 7, 수지빌딩 4층 (역삼동)",서울특별시 강남구 테헤란로51길 7
3125,"서울특별시 종로구 종로3길 17, B101,B204호 (청진동, D타워)",서울특별시 종로구 종로3길 17
3126,"서울특별시 서초구 강남대로 483, 청호빌딩 9층 (반포동)",서울특별시 서초구 강남대로 483
3127,"서울특별시 강동구 아리수로 427, 중앙프라자 2층 202호 (강일동)",서울특별시 강동구 아리수로 427
3128,"서울특별시 강남구 도산대로 108 (논현동, 렉스타워 11층)",서울특별시 강남구 도산대로 108 
3129,"서울특별시 서초구 고무래로 32, 2층 201호 (반포동, 반포트라이엄프메딕스빌딩)",서울특별시 서초구 고무래로 32
3130,"서울특별시 동대문구 천호대로 2, (신설동)",서울특별시 동대문구 천호대로 2
3131,"서울특별시 서초구 고무래로 32, 2층 201호 (반포동, 반포트라이엄프메딕스빌딩)",서울특별시 서초구 고무래로 32
3132,"서울특별시 강남구 테헤란로 623, 삼성빌딩 2층 (삼성동)",서울특별시 강남구 테헤란로 623
3133,"서울특별시 강남구 압구정로 436, 3층 (청담동, 상원빌딩)",서울특별시 강남구 압구정로 436
3134,"서울특별시 강서구 화곡로 132, 3층 1호 (화곡동)",서울특별시 강서구 화곡로 132
3135,"서울특별시 서초구 서초중앙로 130, 5층 (서초동)",서울특별시 서초구 서초중앙로 130
3136,"서울특별시 강남구 도산대로 429, 2층 (청담동)",서울특별시 강남구 도산대로 429
3137,"서울특별시 강남구 봉은사로 109, 3층 (논현동, 싼타홍메디컬타워)",서울특별시 강남구 봉은사로 109
3138,서울특별시 도봉구 도봉로 551 (쌍문동),서울특별시 도봉구 도봉로 551 
3139,"서울특별시 강남구 남부순환로 2912, 우성아파트상가 3층 302, 302-1호 (대치동)",서울특별시 강남구 남부순환로 2912
3140,"서울특별시 서초구 잠원로 24, 반포자이플라자 3층 305~307호 (반포동)",서울특별시 서초구 잠원로 24
3141,"서울특별시 용산구 한강대로104길 6, 동자주유소 3층 (동자동)",서울특별시 용산구 한강대로104길 6
3142,"서울특별시 광진구 아차산로 532, 4층 (광장동)",서울특별시 광진구 아차산로 532
3143,"서울특별시 관악구 관악로 195, 314,315호 (봉천동, 관악위버폴리스)",서울특별시 관악구 관악로 195
3144,"서울특별시 강북구 도봉로 308, 4층 (번동, 북한산스카이)",서울특별시 강북구 도봉로 308
3145,"서울특별시 영등포구 양평로 68, 5층 (당산동6가)",서울특별시 영등포구 양평로 68
3146,"서울특별시 서대문구 수색로 56, 성공타워1 508호,509호 (북가좌동)",서울특별시 서대문구 수색로 56
3147,"서울특별시 강서구 화곡로 186, 세웅빌딩 1~5층 (화곡동)",서울특별시 강서구 화곡로 186
3148,"서울특별시 서초구 강남대로 415, 대동빌딩 8층 (서초동)",서울특별시 서초구 강남대로 415
3149,"서울특별시 서대문구 응암로 79, 3층 (북가좌동)",서울특별시 서대문구 응암로 79
3150,"서울특별시 강남구 강남대로 652, 8,9층 (신사동)",서울특별시 강남구 강남대로 652
3151,"서울특별시 강남구 압구정로28길 40 (신사동, 신사동 더원 빌딩 2층일부, 3층)",서울특별시 강남구 압구정로28길 40 
3152,"서울특별시 강남구 도산대로 134, 13층 (논현동, 페이토빌딩)",서울특별시 강남구 도산대로 134
3153,"서울특별시 동대문구 왕산로32길 7, 5층 (용두동, BYC 청량리 오피스텔)",서울특별시 동대문구 왕산로32길 7
3154,"서울특별시 강남구 테헤란로 107, 비전타워 13층 (역삼동)",서울특별시 강남구 테헤란로 107
3155,"서울특별시 노원구 한글비석로 383, 삼창타워프라자 2층 12호, 1층 201호 (중계동)",서울특별시 노원구 한글비석로 383
3156,"서울특별시 관악구 남현길 7, 한일프라자 4, 6층 (남현동)",서울특별시 관악구 남현길 7
3157,서울특별시 송파구 올림픽로 96 (잠실동),서울특별시 송파구 올림픽로 96 
3158,"서울특별시 성동구 왕십리로 50, 지하1층 (성수동1가)",서울특별시 성동구 왕십리로 50
3159,"서울특별시 서초구 효령로 274, 5층 (서초동)",서울특별시 서초구 효령로 274
3160,"서울특별시 중구 동호로 249, 신라호텔 5층 (장충동2가)",서울특별시 중구 동호로 249
3161,"서울특별시 강남구 삼성로 769, 2~3층 (청담동)",서울특별시 강남구 삼성로 769
3162,서울특별시 영등포구 여의대방로 375 (여의도동),서울특별시 영등포구 여의대방로 375 
3163,"서울특별시 강동구 올림픽로 774, 2층 (암사동)",서울특별시 강동구 올림픽로 774
3164,"서울특별시 강남구 선릉로93길 6, 4층 (역삼동)",서울특별시 강남구 선릉로93길 6
3165,"서울특별시 동작구 남부순환로 2057, 5층 (사당동)",서울특별시 동작구 남부순환로 2057
3166,"서울특별시 중구 남대문로9길 40, 센터플레이스 204호 (다동)",서울특별시 중구 남대문로9길 40
3167,"서울특별시 강남구 삼성로92길 29, 도일빌딩 4~6층 (삼성동)",서울특별시 강남구 삼성로92길 29
3168,"서울특별시 강남구 언주로 851, 2,3층 (신사동)",서울특별시 강남구 언주로 851
3169,"서울특별시 강남구 학동로 337, H타워 7층 (논현동)",서울특별시 강남구 학동로 337
3170,"서울특별시 노원구 동일로 1077, 스테이션빌 빌딩 2층 (공릉동)",서울특별시 노원구 동일로 1077
3171,"서울특별시 강북구 도봉로 334, 6층 (번동, 영광빌딩)",서울특별시 강북구 도봉로 334
3172,서울특별시 노원구 화랑로 323 (월계동),서울특별시 노원구 화랑로 323 
3173,"서울특별시 양천구 곰달래로 48, 일신빌딩 구관 2층 1호 (신월동)",서울특별시 양천구 곰달래로 48
3174,서울특별시 영등포구 영신로40길 16 (영등포동6가),서울특별시 영등포구 영신로40길 16 
3175,"서울특별시 동작구 동작대로27길 31, 3층 (사당동)",서울특별시 동작구 동작대로27길 31
3176,"서울특별시 광진구 자양로 281, 3층 (구의동)",서울특별시 광진구 자양로 281
3177,"서울특별시 강동구 고덕로 254, 2층 (명일동, 이화빌딩)",서울특별시 강동구 고덕로 254
3178,"서울특별시 강남구 도산대로 326, 대동타워 3층일부 (논현동)",서울특별시 강남구 도산대로 326
3179,"서울특별시 광진구 자양로15길 15, 2층 (자양동, 근정빌딩)",서울특별시 광진구 자양로15길 15
3180,"서울특별시 강남구 선릉로 513, APEXTOWER 2층 (역삼동)",서울특별시 강남구 선릉로 513
3181,"서울특별시 서초구 서초대로 274, 2층 (서초동)",서울특별시 서초구 서초대로 274
3182,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 3층 309,310호 (신천동)",서울특별시 송파구 올림픽로 289
3183,"서울특별시 구로구 가마산로 232, 1층 (구로동, 스페스큐브)",서울특별시 구로구 가마산로 232
3184,"서울특별시 강남구 학동로 206, 동화빌딩 5층 (논현동)",서울특별시 강남구 학동로 206
3185,"서울특별시 영등포구 도신로29사길 1, 3층 (영등포동)",서울특별시 영등포구 도신로29사길 1
3186,"서울특별시 강남구 학동로 206, 동화빌딩 5층 (논현동)",서울특별시 강남구 학동로 206
3187,"서울특별시 강남구 선릉로 431, 에스케이허브오피스텔 305호 (역삼동)",서울특별시 강남구 선릉로 431
3188,"서울특별시 강남구 봉은사로 109, 싼타홍메디컬타워 7~8,10~11층 (논현동)",서울특별시 강남구 봉은사로 109
3189,"서울특별시 강남구 학동로56길 26, 6층 (삼성동)",서울특별시 강남구 학동로56길 26
3190,"서울특별시 강북구 도봉로 365, 6층 (수유동)",서울특별시 강북구 도봉로 365
3191,"서울특별시 강남구 논현로 98, 문화빌딩 3층 (개포동)",서울특별시 강남구 논현로 98
3192,"서울특별시 마포구 마포대로 68, 404, 408-1호 (도화동, 마포아크로타워)",서울특별시 마포구 마포대로 68
3193,"서울특별시 송파구 마천로41길 1, 3층 (마천동)",서울특별시 송파구 마천로41길 1
3194,"서울특별시 강남구 논현로 840, 압구정서울성형외과 2층 일부,4층 (신사동)",서울특별시 강남구 논현로 840
3195,"서울특별시 성동구 뚝섬로 400, 2층 203호 (성수동2가, 뚝섬쇼핑센타)",서울특별시 성동구 뚝섬로 400
3196,"서울특별시 강서구 강서로 385, 5층 (마곡동, 우성에스비타워)",서울특별시 강서구 강서로 385
3197,"서울특별시 구로구 개봉로 30, 4,5층 (개봉동, 로얄타워)",서울특별시 구로구 개봉로 30
3198,"서울특별시 은평구 진관3로 20 (진관동, SW/메디컬)",서울특별시 은평구 진관3로 20 
3199,"서울특별시 성북구 동소문로 92, 4층 (동소문동5가, 강윤빌딩)",서울특별시 성북구 동소문로 92
3200,"서울특별시 강남구 도곡로 323, 다른빌딩 2층 (역삼동)",서울특별시 강남구 도곡로 323
3201,"서울특별시 강남구 도곡로 409, 401호 (대치동, 타워엠프리스)",서울특별시 강남구 도곡로 409
3202,"서울특별시 강남구 선릉로 517, 비젼빌딩 5층 (역삼동)",서울특별시 강남구 선릉로 517
3203,"서울특별시 중구 명동3길 6, 개양빌딩 12층 1호 (명동1가)",서울특별시 중구 명동3길 6
3204,"서울특별시 중랑구 용마산로 418, 2층 (면목동, 우석고시텔)",서울특별시 중랑구 용마산로 418
3205,"서울특별시 강남구 압구정로20길 6, 한스빌딩 2,4층 (신사동)",서울특별시 강남구 압구정로20길 6
3206,"서울특별시 강남구 압구정로20길 6, 한스빌딩 3층 (신사동)",서울특별시 강남구 압구정로20길 6
3207,서울특별시 강남구 가로수길 9 4층 더플러스성형외과 (신사동),서울특별시 강남구 가로수길 9 4층 더플러스성형외과 
3208,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 5층 (서초동)",서울특별시 서초구 강남대로 463
3209,"서울특별시 강남구 테헤란로 509, 엔씨타워  I 지하1층 (삼성동)",서울특별시 강남구 테헤란로 509
3210,"서울특별시 서초구 강남대로 439, 유화빌딩 6층 701호 (서초동)",서울특별시 서초구 강남대로 439
3211,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 414,415호 (목동)",서울특별시 양천구 오목로 345
3212,"서울특별시 마포구 마포대로 52, 2층 207호 (도화동, 고려아카데미텔2)",서울특별시 마포구 마포대로 52
3213,"서울특별시 강남구 봉은사로 108, 11층 (역삼동)",서울특별시 강남구 봉은사로 108
3214,"서울특별시 중구 을지로 251, 을지회관 3층 302호 (을지로6가)",서울특별시 중구 을지로 251
3215,"서울특별시 송파구 송파대로 365, 2층,3층 (석촌동)",서울특별시 송파구 송파대로 365
3216,"서울특별시 마포구 양화로 133, 403호404호 (서교동, 서교타워)",서울특별시 마포구 양화로 133
3217,"서울특별시 중랑구 사가정로 398, JS빌딩 8층 (면목동)",서울특별시 중랑구 사가정로 398
3218,"서울특별시 성북구 동소문로 92, 4층 (동소문동5가, 강윤빌딩)",서울특별시 성북구 동소문로 92
3219,서울특별시 강서구 양천로 713 (염창동),서울특별시 강서구 양천로 713 
3220,"서울특별시 용산구 한강대로 95, 2층 235호 (한강로2가, 래미안용산)",서울특별시 용산구 한강대로 95
3221,"서울특별시 강남구 선릉로112길 85, 1층 (삼성동)",서울특별시 강남구 선릉로112길 85
3222,"서울특별시 강서구 강서로 242, 306호 (화곡동, 강서힐스테이트)",서울특별시 강서구 강서로 242
3223,"서울특별시 강남구 영동대로 22, S401-0413,0414,0415호 (일원동, 디에이치 자이 개포)",서울특별시 강남구 영동대로 22
3224,"서울특별시 은평구 진관2로 19, 5층 504,505호 (진관동, 휴먼프라자)",서울특별시 은평구 진관2로 19
3225,"서울특별시 동작구 현충로 75, 원불교100년기념관 3층 2호 (흑석동)",서울특별시 동작구 현충로 75
3226,"서울특별시 강남구 강남대로 652, 7층 (신사동)",서울특별시 강남구 강남대로 652
3227,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 B동 203~206호 (문정동)",서울특별시 송파구 법원로 128
3228,"서울특별시 종로구 종로 69, 4층 (종로2가, YMCA)",서울특별시 종로구 종로 69
3229,"서울특별시 강서구 강서로54길 14, 윤강빌딩 4층 (등촌동)",서울특별시 강서구 강서로54길 14
3230,"서울특별시 구로구 경인로 176, 4층 일부호 (오류동, 시티월드)",서울특별시 구로구 경인로 176
3231,"서울특별시 구로구 경인로 199, 2층 (오류동)",서울특별시 구로구 경인로 199
3232,"서울특별시 구로구 경인로20가길 5, 7층 701호 (오류동)",서울특별시 구로구 경인로20가길 5
3233,"서울특별시 영등포구 여의대방로 383, 경도빌딩 309, 310호 (여의도동)",서울특별시 영등포구 여의대방로 383
3234,"서울특별시 성북구 동소문로 127, 지상1층 (동선동4가)",서울특별시 성북구 동소문로 127
3235,서울특별시 종로구 종로39길 6 (종로6가),서울특별시 종로구 종로39길 6 
3236,서울특별시 동작구 상도로34길 5 (상도동),서울특별시 동작구 상도로34길 5 
3237,"서울특별시 종로구 종로 22, 10층 (서린동, 인주빌딩)",서울특별시 종로구 종로 22
3238,서울특별시 영등포구 영신로34길 5 (영등포동4가),서울특별시 영등포구 영신로34길 5 
3239,"서울특별시 영등포구 영신로34길 5, 1층 (영등포동4가)",서울특별시 영등포구 영신로34길 5
3240,"서울특별시 중구 중림로 37, 2층 (중림동)",서울특별시 중구 중림로 37
3241,"서울특별시 중구 남대문로 64, 2층 (명동2가)",서울특별시 중구 남대문로 64
3242,"서울특별시 서초구 강남대로 455, 206호 (서초동, 태영데시앙루브)",서울특별시 서초구 강남대로 455
3243,"서울특별시 중구 세종대로20길 19, 2층 (태평로1가, 유성빌딩)",서울특별시 중구 세종대로20길 19
3244,"서울특별시 구로구 구일로4길 46, 205호 (구로동, 현대연예인아파트)",서울특별시 구로구 구일로4길 46
3245,"서울특별시 강동구 구천면로 305 (천호동, 덕송빌딩)",서울특별시 강동구 구천면로 305 
3246,"서울특별시 양천구 신정중앙로 103, 2층 (신정동)",서울특별시 양천구 신정중앙로 103
3247,"서울특별시 마포구 독막로 319, 3층 307호 (도화동, 마포태영데시앙)",서울특별시 마포구 독막로 319
3248,"서울특별시 관악구 시흥대로 576, 4층 (신림동)",서울특별시 관악구 시흥대로 576
3249,"서울특별시 서초구 강남대로 437, 대원빌딩 5층 (서초동)",서울특별시 서초구 강남대로 437
3250,"서울특별시 노원구 한글비석로 250, 223호 (중계동)",서울특별시 노원구 한글비석로 250
3251,서울특별시 강남구 압구정로 432 (청담동),서울특별시 강남구 압구정로 432 
3252,"서울특별시 구로구 개봉로20길 74, 2층 (개봉동)",서울특별시 구로구 개봉로20길 74
3253,서울특별시 중구 통일로 26 (봉래동1가),서울특별시 중구 통일로 26 
3254,"서울특별시 강남구 강남대로 248, 목원빌딩 2층 일부 (도곡동)",서울특별시 강남구 강남대로 248
3255,"서울특별시 은평구 은평로 220, 상가A동 123호 (응암동, 녹번역e편한세상캐슬아파트)",서울특별시 은평구 은평로 220
3256,"서울특별시 서초구 강남대로 331, 5층 (서초동, 광일플라자)",서울특별시 서초구 강남대로 331
3257,"서울특별시 서초구 서초중앙로24길 17, 베아따빌딩본관 2층 (서초동)",서울특별시 서초구 서초중앙로24길 17
3258,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 516호 (가산동)",서울특별시 금천구 가산디지털1로 186
3259,서울특별시 광진구 아차산로 549,서울특별시 광진구 아차산로 549
3260,"서울특별시 영등포구 영중로 59, 9층 (영등포동6가)",서울특별시 영등포구 영중로 59
3261,"서울특별시 중구 명동길 56, 6층 (명동2가)",서울특별시 중구 명동길 56
3262,"서울특별시 마포구 상암산로 76, YTN 뉴스퀘어 지하1층 (상암동)",서울특별시 마포구 상암산로 76
3263,서울특별시 강서구 양천로 500 (등촌동),서울특별시 강서구 양천로 500 
3264,서울특별시 관악구 신림로 202 (신림동),서울특별시 관악구 신림로 202 
3265,"서울특별시 성북구 정릉로38길 4, 2층 (정릉동, 백제빌딩)",서울특별시 성북구 정릉로38길 4
3266,"서울특별시 강남구 봉은사로 533, 윤곡빌딩 4층 (삼성동)",서울특별시 강남구 봉은사로 533
3267,"서울특별시 강남구 논현로28길 24, 1층 (도곡동)",서울특별시 강남구 논현로28길 24
3268,"서울특별시 강남구 남부순환로 2747, 심우빌딩 2층 201호 (도곡동)",서울특별시 강남구 남부순환로 2747
3269,"서울특별시 강남구 강남대로 248, 목원빌딩 3층 (도곡동)",서울특별시 강남구 강남대로 248
3270,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 2층 213호일부, 214호 (도곡동)",서울특별시 강남구 선릉로 225
3271,"서울특별시 강남구 남부순환로 2911, 청우빌딩 3층 302호 (대치동)",서울특별시 강남구 남부순환로 2911
3272,"서울특별시 강남구 언주로30길 21(도곡동, 아카데미스위트)",서울특별시 강남구 언주로30길 21
3273,"서울특별시 성동구 독서당로 302, 3층 01호 (금호동4가)",서울특별시 성동구 독서당로 302
3274,"서울특별시 양천구 은행정로 13 (신정동, 성광빌딩)",서울특별시 양천구 은행정로 13 
3275,"서울특별시 강남구 논현로 142, 동현빌딩 2~6층 (도곡동)",서울특별시 강남구 논현로 142
3276,"서울특별시 서초구 방배로 146, 2층 (방배동)",서울특별시 서초구 방배로 146
3277,"서울특별시 성동구 용답중앙15길 12-1, 2층 (용답동)",서울특별시 성동구 용답중앙15길 12-1
3278,"서울특별시 서초구 양재대로2길 116-6, 3층 (우면동)",서울특별시 서초구 양재대로2길 116-6
3279,서울특별시 도봉구 방학로 159 (방학동),서울특별시 도봉구 방학로 159 
3280,"서울특별시 중랑구 신내로7길 20, 201호 (신내동, 건영2차아파트상가동)",서울특별시 중랑구 신내로7길 20
3281,"서울특별시 광진구 능동로13길 50, 2층 (화양동)",서울특별시 광진구 능동로13길 50
3282,"서울특별시 노원구 동일로 1372 (상계동, 동보빌딩)",서울특별시 노원구 동일로 1372 
3283,"서울특별시 강남구 언주로164길 30 (신사동, 지하1층~지상3층일부)",서울특별시 강남구 언주로164길 30 
3284,"서울특별시 강남구 도산대로 111 (신사동, S-TOWER 11~12층)",서울특별시 강남구 도산대로 111 
3285,"서울특별시 동대문구 천호대로 425, 3층 (장안동)",서울특별시 동대문구 천호대로 425
3286,서울특별시 영등포구 도신로15길 40,서울특별시 영등포구 도신로15길 40
3287,서울특별시 영등포구 도림로 331 (도림동),서울특별시 영등포구 도림로 331 
3288,서울특별시 송파구 백제고분로39길 38 (석촌동),서울특별시 송파구 백제고분로39길 38 
3289,"서울특별시 종로구 새문안로5가길 33, 포레스트빌딩 2~12층,14층일부 (내자동)",서울특별시 종로구 새문안로5가길 33
3290,서울특별시 도봉구 도당로 94 (방학동),서울특별시 도봉구 도당로 94 
3291,서울특별시 도봉구 노해로63길 79 (창동),서울특별시 도봉구 노해로63길 79 
3292,"서울특별시 도봉구 방학로3길 117, (쌍문동)",서울특별시 도봉구 방학로3길 117
3293,"서울특별시 도봉구 도봉로 684, 3층 301호 (방학동)",서울특별시 도봉구 도봉로 684
3294,"서울특별시 도봉구 도봉로 684, 3층 302, 303호 (방학동)",서울특별시 도봉구 도봉로 684
3295,"서울특별시 도봉구 도당로 10, 2층 203호 (쌍문동, 쌍문동 LG트윈빌1)",서울특별시 도봉구 도당로 10
3296,"서울특별시 도봉구 도봉로 677, 5층 (방학동, 우리들메디빌딩)",서울특별시 도봉구 도봉로 677
3297,"서울특별시 도봉구 도당로27길 52, 1,2층 (방학동)",서울특별시 도봉구 도당로27길 52
3298,"서울특별시 도봉구 도봉로181길 6, 지상2층 (도봉동)",서울특별시 도봉구 도봉로181길 6
3299,"서울특별시 강남구 도산대로 174, 8층 (논현동, 정안빌딩)",서울특별시 강남구 도산대로 174
3300,"서울특별시 성동구 마장로 230, 1,2층 (홍익동)",서울특별시 성동구 마장로 230
3301,"서울특별시 영등포구 대림로 211, 화성빌딩 (대림동)",서울특별시 영등포구 대림로 211
3302,"서울특별시 마포구 독막로 320, 마포 태영 데시앙 2층 204호 (도화동)",서울특별시 마포구 독막로 320
3303,"서울특별시 강동구 천호대로 1033, 6층 (천호동)",서울특별시 강동구 천호대로 1033
3304,"서울특별시 동대문구 망우로12길 1, 6층 (휘경동)",서울특별시 동대문구 망우로12길 1
3305,"서울특별시 강남구 논현로28길 53, 4층 (도곡동)",서울특별시 강남구 논현로28길 53
3306,"서울특별시 중구 동호로11길 7, 2층 (신당동, 녹원빌딩)",서울특별시 중구 동호로11길 7
3307,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 지하1층 1017호 (상암동)",서울특별시 마포구 월드컵북로 396
3308,서울특별시 강서구 방화대로34길 86 (방화동),서울특별시 강서구 방화대로34길 86 
3309,"서울특별시 강서구 화곡로 161, 301호 (화곡동, 대성빌딩)",서울특별시 강서구 화곡로 161
3310,"서울특별시 영등포구 양평로 20, 5층 (당산동6가)",서울특별시 영등포구 양평로 20
3311,"서울특별시 용산구 새창로 70, 3층 (도원동, 도원동삼성래미안)",서울특별시 용산구 새창로 70
3312,"서울특별시 양천구 목동로 224 (목동, 대원칸타빌1차아파트)",서울특별시 양천구 목동로 224 
3313,"서울특별시 강동구 고덕로62길 66, 우성아파트 1층 6호 (명일동)",서울특별시 강동구 고덕로62길 66
3314,"서울특별시 강남구 도곡로 408, 디마크 빌딩 (대치동)",서울특별시 강남구 도곡로 408
3315,"서울특별시 동대문구 왕산로 147, 2층 (제기동)",서울특별시 동대문구 왕산로 147
